"","Year","Day of Week","Month","Day","Time (ET)","Game Type","Home Team","Away Team","Arena","City","State","Attendance"
"6052","2024","Thursday","June","27","10:00 PM","Regular season","Seattle Storm","Indiana Fever","Climate Pledge Arena","Seattle","WA","18343"
"6053","2024","Friday","June","28","3:00 AM","Regular season","Connecticut Sun","Atlanta Dream","Mohegan Sun Arena","Uncasville","CT","7008"
"6054","2024","Friday","June","28","10:00 PM","Regular season","Phoenix Mercury","Los Angeles Sparks","Footprint Center","Phoenix","AZ","14363"
"6055","2024","Saturday","June","29","2:00 PM","Regular season","Washington Mystics","Las Vegas Aces","Entertainment and Sports Arena","Washington","DC","4200"
"6056","2024","Saturday","June","29","9:00 PM","Regular season","Seattle Storm","Dallas Wings","Climate Pledge Arena","Seattle","WA","9080"
"6057","2024","Sunday","June","30","1:00 PM","Regular season","New York Liberty","Atlanta Dream","Barclays Center","Brooklyn","NY","10823"
"6058","2024","Sunday","June","30","3:00 PM","Regular season","Chicago Sky","Minnesota Lynx","Wintrust Arena","Chicago","IL","9025"
"6059","2024","Sunday","June","30","3:00 PM","Regular season","Phoenix Mercury","Indiana Fever","Footprint Center","Phoenix","AZ","17071"
"6060","2024","Monday","July","1","10:00 PM","Regular season","Phoenix Mercury","Connecticut Sun","Footprint Center","Phoenix","AZ","8445"
"6061","2024","Monday","July","1","10:00 PM","Regular season","Seattle Storm","Dallas Wings","Climate Pledge Arena","Seattle","WA","7202"
"6062","2024","Tuesday","July","2","7:00 PM","Regular season","New York Liberty","Minnesota Lynx","Barclays Center","Brooklyn","NY","10846"
"6063","2024","Tuesday","July","2","7:00 PM","Regular season","Atlanta Dream","Chicago Sky","Gateway Center Arena @ College Park","Atlanta","GA","3260"
"6064","2024","Tuesday","July","2","5:00 AM","Regular season","Las Vegas Aces","Indiana Fever","T-Mobile Arena","Las Vegas","NV","20366"
"6065","2024","Tuesday","July","2","10:00 PM","Regular season","Los Angeles Sparks","Washington Mystics","Crypto.com Arena","Los Angeles","CA","9164"
"6066","2024","Wednesday","July","3","8:00 PM","Regular season","Dallas Wings","Phoenix Mercury","College Park Center","Arlington","TX","6129"
"6067","2024","Thursday","July","4","8:00 PM","Regular season","Minnesota Lynx","Connecticut Sun","Target Center","Minneapolis","MN","7508"
"6068","2024","Thursday","July","4","10:00 PM","Regular season","Las Vegas Aces","Washington Mystics","Michelob ULTRA Arena","Las Vegas","NV","10376"
"6069","2024","Friday","July","5","3:00 AM","Regular season","Dallas Wings","Atlanta Dream","College Park Center","Arlington","TX","5872"
"6070","2024","Friday","July","5","10:00 PM","Regular season","Los Angeles Sparks","Las Vegas Aces","Crypto.com Arena","Los Angeles","CA","13840"
"6071","2024","Friday","July","5","10:00 PM","Regular season","Seattle Storm","Chicago Sky","Climate Pledge Arena","Seattle","WA","10725"
"6072","2024","Saturday","July","6","1:00 PM","Regular season","Indiana Fever","New York Liberty","Gainbridge Fieldhouse","Indianapolis","IN","17274"
"6073","2024","Saturday","July","6","8:00 PM","Regular season","Minnesota Lynx","Washington Mystics","Target Center","Minneapolis","MN","7610"
"6074","2024","Sunday","July","7","1:00 PM","Regular season","Connecticut Sun","Atlanta Dream","Mohegan Sun Arena","Uncasville","CT","7527"
"6075","2024","Sunday","July","7","11:00 AM","Regular season","Las Vegas Aces","Dallas Wings","Michelob ULTRA Arena","Las Vegas","NV","10369"
"6076","2024","Sunday","July","7","6:00 PM","Regular season","Seattle Storm","Chicago Sky","Climate Pledge Arena","Seattle","WA","11283"
"6077","2024","Sunday","July","7","7:00 PM","Regular season","Los Angeles Sparks","Phoenix Mercury","Crypto.com Arena","Los Angeles","CA","11618"
"6078","2024","Tuesday","July","9","10:00 PM","Regular season","Los Angeles Sparks","Minnesota Lynx","Crypto.com Arena","Los Angeles","CA","9533"
"6079","2024","Wednesday","July","10","11:00 AM","Regular season","Connecticut Sun","New York Liberty","Mohegan Sun Arena","Uncasville","CT","8910"
"6080","2024","Wednesday","July","10","12:00 PM","Regular season","Indiana Fever","Washington Mystics","Gainbridge Fieldhouse","Indianapolis","IN","17274"
"6081","2024","Wednesday","July","10","12:00 PM","Regular season","Chicago Sky","Atlanta Dream","Wintrust Arena","Chicago","IL","9025"
"6082","2024","Wednesday","July","10","3:00 PM","Regular season","Seattle Storm","Las Vegas Aces","Climate Pledge Arena","Seattle","WA","12500"
"6083","2024","Wednesday","July","10","11:00 AM","Regular season","Phoenix Mercury","Dallas Wings","Footprint Center","Phoenix","AZ","11601"
"6084","2024","Thursday","July","11","7:00 PM","Regular season","New York Liberty","Chicago Sky","Barclays Center","Brooklyn","NY","17758"
"6085","2024","Friday","July","12","3:00 AM","Regular season","Atlanta Dream","Las Vegas Aces","Gateway Center Arena @ College Park","Atlanta","GA","3344"
"6086","2024","Friday","July","12","3:00 AM","Regular season","Indiana Fever","Phoenix Mercury","Gainbridge Fieldhouse","Indianapolis","IN","17274"
"6087","2024","Friday","July","12","10:00 PM","Regular season","Seattle Storm","Minnesota Lynx","Climate Pledge Arena","Seattle","WA","8320"
"6088","2024","Saturday","July","13","1:00 PM","Regular season","Chicago Sky","New York Liberty","Wintrust Arena","Chicago","IL","9025"
"6089","2024","Saturday","July","13","11:00 AM","Regular season","Dallas Wings","Los Angeles Sparks","College Park Center","Arlington","TX","6251"
"6090","2024","Sunday","July","14","1:00 PM","Regular season","Connecticut Sun","Phoenix Mercury","Mohegan Sun Arena","Uncasville","CT","8910"
"6091","2024","Sunday","July","14","3:00 PM","Regular season","Washington Mystics","Las Vegas Aces","Entertainment and Sports Arena","Washington","DC","4200"
"6092","2024","Sunday","July","14","6:00 PM","Regular season","Seattle Storm","Atlanta Dream","Climate Pledge Arena","Seattle","WA","10036"
"6093","2024","Sunday","July","14","4:00 PM","Regular season","Minnesota Lynx","Indiana Fever","Target Center","Minneapolis","MN","18978"
"6094","2024","Tuesday","July","16","7:00 AM","Regular season","Washington Mystics","Phoenix Mercury","Capital One Arena","Washington","DC","12586"
"6095","2024","Tuesday","July","16","11:00 AM","Regular season","Los Angeles Sparks","Seattle Storm","Crypto.com Arena","Los Angeles","CA","18724"
"6096","2024","Tuesday","July","16","7:00 PM","Regular season","New York Liberty","Connecticut Sun","Barclays Center","Brooklyn","NY","13694"
"6097","2024","Tuesday","July","16","10:00 PM","Regular season","Las Vegas Aces","Chicago Sky","Michelob ULTRA Arena","Las Vegas","NV","10396"
"6098","2024","Wednesday","July","17","1:00 PM","Regular season","Minnesota Lynx","Atlanta Dream","Target Center","Minneapolis","MN","15013"
"6099","2024","Wednesday","July","17","3:00 AM","Regular season","Dallas Wings","Indiana Fever","College Park Center","Arlington","TX","6251"
"6100","2024","Thursday","August","15","8:00 PM","Regular season","Chicago Sky","Phoenix Mercury","Wintrust Arena","Chicago","IL","9025"
"6101","2024","Thursday","August","15","8:00 PM","Regular season","Minnesota Lynx","Washington Mystics","Target Center","Minneapolis","MN","7224"
"6102","2024","Thursday","August","15","9:00 PM","Regular season","Los Angeles Sparks","New York Liberty","Crypto.com Arena","Los Angeles","CA","11120"
"6103","2024","Friday","August","16","3:00 AM","Regular season","Atlanta Dream","Seattle Storm","Gateway Center Arena @ College Park","Atlanta","GA","3260"
"6104","2024","Friday","August","16","3:00 AM","Regular season","Indiana Fever","Phoenix Mercury","Gainbridge Fieldhouse","Indianapolis","IN","17274"
"6105","2024","Friday","August","16","5:00 AM","Regular season","Dallas Wings","Connecticut Sun","College Park Center","Arlington","TX","6191"
"6106","2024","Saturday","August","17","2:00 PM","Regular season","Washington Mystics","Minnesota Lynx","Entertainment and Sports Arena","Washington","DC","4200"
"6107","2024","Saturday","August","17","4:00 PM","Regular season","Las Vegas Aces","New York Liberty","Michelob ULTRA Arena","Las Vegas","NV","10397"
"6108","2024","Saturday","August","17","5:00 PM","Regular season","Los Angeles Sparks","Chicago Sky","Crypto.com Arena","Los Angeles","CA","16551"
"6109","2024","Sunday","August","18","3:00 PM","Regular season","Atlanta Dream","Connecticut Sun","Gateway Center Arena @ College Park","Atlanta","GA","3330"
"6110","2024","Sunday","August","18","6:00 PM","Regular season","Las Vegas Aces","Los Angeles Sparks","Michelob ULTRA Arena","Las Vegas","NV","10311"
"6111","2024","Sunday","August","18","11:00 AM","Regular season","Indiana Fever","Seattle Storm","Gainbridge Fieldhouse","Indianapolis","IN","17274"
"6112","2024","Sunday","August","18","9:00 PM","Regular season","Phoenix Mercury","Chicago Sky","Footprint Center","Phoenix","AZ","14267"
"6113","2024","Tuesday","August","20","7:00 PM","Regular season","Connecticut Sun","Los Angeles Sparks","TD Garden","Boston","MA","19125"
"6114","2024","Tuesday","August","20","7:00 PM","Regular season","New York Liberty","Dallas Wings","Barclays Center","Brooklyn","NY","11455"
"6115","2024","Tuesday","August","20","7:00 PM","Regular season","Washington Mystics","Seattle Storm","Entertainment and Sports Arena","Washington","DC","4200"
"6116","2024","Wednesday","August","21","3:00 AM","Regular season","Atlanta Dream","Phoenix Mercury","Gateway Center Arena @ College Park","Atlanta","GA","3260"
"6117","2024","Wednesday","August","21","5:00 AM","Regular season","Las Vegas Aces","Minnesota Lynx","Michelob ULTRA Arena","Las Vegas","NV","10429"
"6118","2024","Thursday","August","22","7:00 PM","Regular season","New York Liberty","Dallas Wings","Barclays Center","Brooklyn","NY","10986"
"6119","2024","Friday","August","23","3:00 AM","Regular season","Atlanta Dream","Phoenix Mercury","Gateway Center Arena @ College Park","Atlanta","GA","3260"
"6120","2024","Friday","August","23","3:00 AM","Regular season","Connecticut Sun","Chicago Sky","Mohegan Sun Arena","Uncasville","CT","8910"
"6121","2024","Friday","August","23","3:00 AM","Regular season","Washington Mystics","Los Angeles Sparks","Entertainment and Sports Arena","Washington","DC","4200"
"6122","2024","Friday","August","23","5:00 AM","Regular season","Minnesota Lynx","Las Vegas Aces","Target Center","Minneapolis","MN","9124"
"6123","2024","Saturday","August","24","7:00 PM","Regular season","New York Liberty","Connecticut Sun","Barclays Center","Brooklyn","NY","13098"
"6124","2024","Saturday","August","24","8:00 PM","Regular season","Minnesota Lynx","Indiana Fever","Target Center","Minneapolis","MN","19023"
"6125","2024","Sunday","August","25","12:00 PM","Regular season","Chicago Sky","Las Vegas Aces","Wintrust Arena","Chicago","IL","9025"
"6126","2024","Sunday","August","25","4:00 PM","Regular season","Dallas Wings","Los Angeles Sparks","College Park Center","Arlington","TX","5925"
"6127","2024","Monday","August","26","3:00 AM","Regular season","Atlanta Dream","Indiana Fever","State Farm Arena","Atlanta","GA","17608"
"6128","2024","Monday","August","26","10:00 PM","Regular season","Phoenix Mercury","New York Liberty","Footprint Center","Phoenix","AZ","10299"
"6129","2024","Monday","August","26","10:00 PM","Regular season","Seattle Storm","Washington Mystics","Climate Pledge Arena","Seattle","WA","9535"
"6130","2024","Tuesday","August","27","8:00 PM","Regular season","Dallas Wings","Las Vegas Aces","College Park Center","Arlington","TX","6251"
"6131","2024","Wednesday","August","28","7:00 PM","Regular season","Indiana Fever","Connecticut Sun","Gainbridge Fieldhouse","Indianapolis","IN","17274"
"6132","2024","Wednesday","August","28","8:00 PM","Regular season","Chicago Sky","Washington Mystics","Wintrust Arena","Chicago","IL","8763"
